삼성,박해민,1.0,1,1,0,0
한화,정근우,1.0,1,1,0,0
삼성,강한울,1.0,1,1,0,0
한화,이용규,0.0,1,0,0,0
삼성,구자욱,0.0,1,0,0,0
한화,송광민,0.0,1,0,0,0
삼성,이승엽,1.0,1,1,1,0
한화,최진행,1.0,1,1,1,0
삼성,이원석,0.0,1,0,0,0
한화,하주석,1.0,1,1,0,0
삼성,조동찬,0.0,1,0,0,0
한화,장민석,1.0,1,1,1,0
삼성,김헌곤,0.0,0,0,0,0
한화,로사리오,1.0,1,1,0,0
삼성,이지영,0.0,0,0,0,0
한화,이양기,1.0,1,1,0,0
삼성,김정혁,0.0,0,0,0,0
한화,최재훈,0.0,1,0,0,0
